2.8946 1.459 2.5 0
4.10734 0 3.3378 2.3936
2.92573 1.459 0.8378 2.3936
5.07197 0 1.6756 4.7872
5 0 5 0
6.47595 1.459 5.8378 2.3936
5.82829 0 3.3244 4.7872
5.01816 1.459 4.1622 2.3936
5.78919 2.918 5 0
