1.00000000 -3240.00000000 1870.61487217 -1870.61487217 5400.00000000 4860.00000000 -2805.92230826 1620.00000000 2805.92230826 -8100.00000000 8417.76692478 1620.00000000 -8417.76692478 17820.00000000 14580.00000000 -8417.76692479 4860.00000000 8417.76692479 -4860.00000000 2805.92230826 4860.00000000 -2805.92230826 27540.00000000 4860.00000000 -2805.92230826 1620.00000000 2805.92230826 -8100.00000000 8417.76692478 1620.00000000 -8417.76692478 17820.00000000 4860.00000000 -2805.92230826 1620.00000000 2805.92230826 -8100.00000000 8417.76692478 1620.00000000 -8417.76692478 17820.00000000 4860.00000000 -2805.92230826 1620.00000000 2805.92230826 -8100.00000000 8417.76692478 1620.00000000 -8417.76692478 17820.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -12960.00000000 14964.91897739 0.00000000 -14964.91897739 17280.00000000 14580.00000000 -8417.76692479 4860.00000000 8417.76692479 -4860.00000000 2805.92230826 4860.00000000 -2805.92230826 27540.00000000 9720.00000000 -5611.84461652 3240.00000000 5611.84461652 -16200.00000000 16835.53384957 3240.00000000 -16835.53384957 35640.00000000 14580.00000000 -8417.76692479 4860.00000000 8417.76692479 -4860.00000000 2805.92230826 4860.00000000 -2805.92230826 27540.00000000 
1.00000000 0.00000000 1870.61487217 0.00000000 5400.00000000 4860.00000000 0.00000000 1620.00000000 2805.92230826 0.00000000 8417.76692478 1620.00000000 0.00000000 17820.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 11223.68923304 0.00000000 -0.00000000 12960.00000000 -9720.00000000 0.00000000 3240.00000000 -5611.84461652 0.00000000 5611.84461652 -3240.00000000 0.00000000 22680.00000000 4860.00000000 0.00000000 1620.00000000 2805.92230826 0.00000000 8417.76692478 1620.00000000 0.00000000 17820.00000000 4860.00000000 0.00000000 1620.00000000 2805.92230826 0.00000000 8417.76692478 1620.00000000 0.00000000 17820.00000000 -19440.00000000 0.00000000 6480.00000000 -11223.68923305 0.00000000 3741.22974435 -6480.00000000 0.00000000 36720.00000000 14580.00000000 0.00000000 4860.00000000 8417.76692479 0.00000000 2805.92230826 4860.00000000 -0.00000000 27540.00000000 -19440.00000000 0.00000000 6480.00000000 -11223.68923305 0.00000000 11223.68923305 -6480.00000000 0.00000000 45360.00000000 14580.00000000 0.00000000 4860.00000000 8417.76692479 0.00000000 2805.92230826 4860.00000000 -0.00000000 27540.00000000 
1.00000000 -1620.00000000 2805.92230826 -935.30743609 3780.00000000 2430.00000000 -7014.80577065 10530.00000000 1402.96115413 -810.00000000 -1402.96115413 810.00000000 1402.96115413 25110.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -4860.00000000 16835.53384957 0.00000000 -5611.84461652 -6480.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -4860.00000000 16835.53384957 0.00000000 -5611.84461652 -6480.00000000 2430.00000000 -7014.80577065 10530.00000000 1402.96115413 -810.00000000 -1402.96115413 810.00000000 1402.96115413 25110.00000000 2430.00000000 -7014.80577065 10530.00000000 1402.96115413 -810.00000000 -1402.96115413 810.00000000 1402.96115413 25110.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -6480.00000000 22447.37846609 0.00000000 -7482.45948870 -8640.00000000 7290.00000000 -4208.88346239 12150.00000000 4208.88346239 -2430.00000000 -4208.88346239 2430.00000000 -1402.96115413 29970.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -9720.00000000 33671.06769914 0.00000000 -11223.68923304 -12960.00000000 7290.00000000 -4208.88346239 12150.00000000 4208.88346239 -2430.00000000 -4208.88346239 2430.00000000 -1402.96115413 29970.00000000 
1.00000000 0.00000000 0.00000000 -1870.61487217 5400.00000000 4860.00000000 -2805.92230826 1620.00000000 0.00000000 -0.00000000 0.00000000 1620.00000000 -8417.76692478 17820.00000000 -14580.00000000 8417.76692479 -4860.00000000 0.00000000 0.00000000 0.00000000 4860.00000000 -2805.92230826 27540.00000000 -4860.00000000 2805.92230826 -1620.00000000 0.00000000 0.00000000 0.00000000 1620.00000000 -8417.76692478 17820.00000000 4860.00000000 -2805.92230826 1620.00000000 0.00000000 -0.00000000 0.00000000 1620.00000000 -8417.76692478 17820.00000000 4860.00000000 -2805.92230826 1620.00000000 0.00000000 -0.00000000 0.00000000 1620.00000000 -8417.76692478 17820.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -14964.91897739 17280.00000000 14580.00000000 -8417.76692479 4860.00000000 0.00000000 -0.00000000 -0.00000000 4860.00000000 -2805.92230826 27540.00000000 -9720.00000000 5611.84461652 -3240.00000000 0.00000000 0.00000000 0.00000000 3240.00000000 -16835.53384957 35640.00000000 14580.00000000 -8417.76692479 4860.00000000 0.00000000 -0.00000000 -0.00000000 4860.00000000 -2805.92230826 27540.00000000 
1.00000000 -1620.00000000 2805.92230826 -935.30743609 3780.00000000 2430.00000000 -1402.96115413 4050.00000000 1402.96115413 -4050.00000000 9820.72807891 810.00000000 -4208.88346239 5670.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -4860.00000000 16835.53384957 0.00000000 -5611.84461652 -6480.00000000 0.00000000 -5611.84461652 6480.00000000 0.00000000 -1620.00000000 5611.84461652 0.00000000 0.00000000 12960.00000000 2430.00000000 -1402.96115413 4050.00000000 1402.96115413 -4050.00000000 9820.72807891 810.00000000 -4208.88346239 5670.00000000 2430.00000000 -1402.96115413 4050.00000000 1402.96115413 -4050.00000000 9820.72807891 810.00000000 -4208.88346239 5670.00000000 0.00000000 -11223.68923305 12960.00000000 0.00000000 0.00000000 0.00000000 0.00000000 3741.22974435 30240.00000000 7290.00000000 -4208.88346239 12150.00000000 4208.88346239 -2430.00000000 -4208.88346239 2430.00000000 -1402.96115413 29970.00000000 0.00000000 -11223.68923305 12960.00000000 0.00000000 -3240.00000000 11223.68923305 0.00000000 0.00000000 25920.00000000 7290.00000000 -4208.88346239 12150.00000000 4208.88346239 -2430.00000000 -4208.88346239 2430.00000000 -1402.96115413 29970.00000000 
1.00000000 0.00000000 -1870.61487217 0.00000000 5400.00000000 4860.00000000 0.00000000 1620.00000000 -2805.92230826 0.00000000 -8417.76692478 1620.00000000 -0.00000000 17820.00000000 -14580.00000000 0.00000000 4860.00000000 8417.76692479 0.00000000 -2805.92230826 -4860.00000000 0.00000000 27540.00000000 -4860.00000000 0.00000000 1620.00000000 2805.92230826 -0.00000000 -8417.76692478 -1620.00000000 0.00000000 17820.00000000 4860.00000000 0.00000000 1620.00000000 -2805.92230826 0.00000000 -8417.76692478 1620.00000000 -0.00000000 17820.00000000 4860.00000000 0.00000000 1620.00000000 -2805.92230826 0.00000000 -8417.76692478 1620.00000000 -0.00000000 17820.00000000 0.00000000 0.00000000 0.00000000 0.00000000 -0.00000000 -14964.91897739 0.00000000 -0.00000000 17280.00000000 14580.00000000 -0.00000000 4860.00000000 -8417.76692479 0.00000000 -2805.92230826 4860.00000000 0.00000000 27540.00000000 -9720.00000000 0.00000000 3240.00000000 5611.84461652 -0.00000000 -16835.53384957 -3240.00000000 -0.00000000 35640.00000000 14580.00000000 -0.00000000 4860.00000000 -8417.76692479 0.00000000 -2805.92230826 4860.00000000 0.00000000 27540.00000000 
1.00000000 0.00000000 3741.22974435 0.00000000 2160.00000000 0.00000000 0.00000000 6480.00000000 0.00000000 0.00000000 11223.68923305 0.00000000 0.00000000 -6480.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 22447.37846609 0.00000000 0.00000000 -25920.00000000 0.00000000 0.00000000 12960.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 12960.00000000 0.00000000 0.00000000 6480.00000000 0.00000000 0.00000000 11223.68923305 0.00000000 0.00000000 -6480.00000000 0.00000000 0.00000000 6480.00000000 0.00000000 0.00000000 11223.68923305 0.00000000 0.00000000 -6480.00000000 0.00000000 0.00000000 25920.00000000 0.00000000 0.00000000 -14964.91897739 0.00000000 0.00000000 43200.00000000 0.00000000 0.00000000 19440.00000000 0.00000000 0.00000000 -11223.68923305 0.00000000 0.00000000 32400.00000000 0.00000000 0.00000000 25920.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 25920.00000000 0.00000000 0.00000000 19440.00000000 0.00000000 0.00000000 -11223.68923305 0.00000000 0.00000000 32400.00000000 
1.00000000 -3240.00000000 1870.61487217 -1870.61487217 5400.00000000 4860.00000000 -2805.92230826 1620.00000000 2805.92230826 -8100.00000000 8417.76692478 1620.00000000 -8417.76692478 17820.00000000 4860.00000000 -2805.92230826 1620.00000000 2805.92230826 -8100.00000000 8417.76692478 1620.00000000 -8417.76692478 17820.00000000 9720.00000000 -5611.84461652 3240.00000000 5611.84461652 -6480.00000000 5611.84461652 3240.00000000 -5611.84461652 22680.00000000 9720.00000000 -5611.84461652 3240.00000000 5611.84461652 -6480.00000000 5611.84461652 3240.00000000 -5611.84461652 22680.00000000 9720.00000000 -5611.84461652 3240.00000000 5611.84461652 -6480.00000000 5611.84461652 3240.00000000 -5611.84461652 22680.00000000 9720.00000000 -5611.84461652 3240.00000000 5611.84461652 -9720.00000000 9353.07436087 3240.00000000 -9353.07436087 27000.00000000 4860.00000000 -2805.92230826 1620.00000000 2805.92230826 -8100.00000000 8417.76692478 1620.00000000 -8417.76692478 17820.00000000 9720.00000000 -5611.84461652 3240.00000000 5611.84461652 -16200.00000000 16835.53384957 3240.00000000 -16835.53384957 35640.00000000 4860.00000000 -2805.92230826 1620.00000000 2805.92230826 -8100.00000000 8417.76692478 1620.00000000 -8417.76692478 17820.00000000 
1.00000000 -3240.00000000 1870.61487217 -1870.61487217 5400.00000000 6075.00000000 -3507.40288533 2025.00000000 3507.40288533 -7695.00000000 7716.28634772 2025.00000000 -7716.28634772 19035.00000000 4860.00000000 -2805.92230826 1620.00000000 2805.92230826 -8100.00000000 8417.76692478 1620.00000000 -8417.76692478 17820.00000000 8505.00000000 -4910.36403946 2835.00000000 4910.36403946 -6885.00000000 6313.32519359 2835.00000000 -6313.32519359 21465.00000000 9720.00000000 -5611.84461652 3240.00000000 5611.84461652 -6480.00000000 5611.84461652 3240.00000000 -5611.84461652 22680.00000000 8505.00000000 -4910.36403946 2835.00000000 4910.36403946 -6885.00000000 6313.32519359 2835.00000000 -6313.32519359 21465.00000000 9720.00000000 -5611.84461652 3240.00000000 5611.84461652 -9720.00000000 9353.07436087 3240.00000000 -9353.07436087 27000.00000000 6075.00000000 -3507.40288533 2025.00000000 3507.40288533 -7695.00000000 7716.28634772 2025.00000000 -7716.28634772 19035.00000000 10935.00000000 -6313.32519359 3645.00000000 6313.32519359 -15795.00000000 16134.05327250 3645.00000000 -16134.05327250 36855.00000000 7290.00000000 -4208.88346239 2430.00000000 4208.88346239 -7290.00000000 7014.80577065 2430.00000000 -7014.80577065 20250.00000000 
1.00000000 -2430.00000000 467.65371804 -1402.96115413 4590.00000000 2430.00000000 701.48057707 -1620.00000000 1402.96115413 -4050.00000000 1402.96115413 810.00000000 -4910.36403946 12960.00000000 4860.00000000 -2104.44173120 810.00000000 2805.92230826 -4860.00000000 0.00000000 1620.00000000 -4910.36403946 10530.00000000 3645.00000000 -0.00000000 -1215.00000000 2104.44173120 -3645.00000000 701.48057707 1215.00000000 -4208.88346239 14175.00000000 6075.00000000 -2104.44173120 2025.00000000 3507.40288533 -3645.00000000 2104.44173120 2025.00000000 -3507.40288533 19035.00000000 2430.00000000 -0.00000000 810.00000000 1402.96115413 -4860.00000000 4208.88346239 810.00000000 -5611.84461652 15390.00000000 4860.00000000 -0.00000000 -1620.00000000 2805.92230826 -4860.00000000 935.30743609 1620.00000000 -5611.84461652 18900.00000000 0.00000000 1402.96115413 0.00000000 0.00000000 -5670.00000000 5611.84461652 0.00000000 -7014.80577065 12960.00000000 8505.00000000 -2104.44173120 -405.00000000 4910.36403946 -8505.00000000 701.48057707 2835.00000000 -9119.24750185 24705.00000000 8505.00000000 -3507.40288533 2835.00000000 4910.36403946 -2835.00000000 701.48057707 2835.00000000 -2104.44173120 21465.00000000 
