2.000000e-03 4.000000e-03 1.164000e+00 3.730000e-01 2.000000e-03 4.000000e-03 1.332000e+00 1.292000e+00 5.000000e-03 4.000000e-03 8.110000e-01 4.000000e-03 1.631000e+00 3.000000e-03 1.533000e+00 1.557000e+00 2.000000e-03 1.478000e+00 1.334000e+00 8.000000e-03 2.000000e-03 1.156000e+00 1.204000e+00 2.000000e-03 1.541000e+00 1.437000e+00 3.000000e-03 2.000000e-03 1.500000e+00 1.004000e+00 3.000000e-03 4.000000e-03 1.393000e+00 1.210000e+00 3.000000e-03 1.683000e+00 1.211000e+00 1.117000e+00 1.000000e-03 1.618000e+00 1.377000e+00 4.000000e-03 2.000000e-03 3.000000e-03 1.330000e+00 1.185000e+00 1.714000e+00 3.000000e-03 3.000000e-03 1.000000e-03 1.250000e+00 1.163000e+00 6.000000e-03 4.000000e-03 1.262000e+00 5.000000e-03 1.691000e+00 1.656000e+00 4.000000e-03 5.290000e-01 4.000000e-03 7.000000e-03 3.790000e-01 2.000000e-03 4.000000e-03 2.000000e-03 8.630000e-01 1.084000e+00 4.000000e-03 3.000000e-03 4.000000e-03 1.123000e+00 
4.000000e-03 7.000000e-03 5.000000e-03 7.000000e-03 4.000000e-03 7.000000e-03 5.000000e-03 7.000000e-03 4.000000e-03 7.000000e-03 5.000000e-03 7.000000e-03 5.000000e-03 4.000000e-03 5.000000e-03 4.000000e-03 5.000000e-03 4.000000e-03 5.000000e-03 4.000000e-03 5.000000e-03 4.000000e-03 5.000000e-03 4.000000e-03 5.000000e-03 4.000000e-03 5.000000e-03 4.000000e-03 5.000000e-03 4.000000e-03 5.000000e-03 4.000000e-03 5.000000e-03 4.000000e-03 5.000000e-03 4.000000e-03 1.160000e+00 1.615000e+00 1.095000e+00 1.613000e+00 1.160000e+00 1.615000e+00 1.095000e+00 1.613000e+00 1.160000e+00 1.615000e+00 1.095000e+00 1.613000e+00 1.424000e+00 1.366000e+00 1.407000e+00 1.365000e+00 1.424000e+00 1.366000e+00 1.407000e+00 1.365000e+00 1.424000e+00 1.366000e+00 1.407000e+00 1.365000e+00 1.674000e+00 1.398000e+00 1.676000e+00 1.362000e+00 1.674000e+00 1.398000e+00 1.676000e+00 1.362000e+00 1.674000e+00 1.398000e+00 1.676000e+00 1.362000e+00 
1.090000e+00 3.000000e-03 7.000000e-03 1.375000e+00 1.645000e+00 3.390000e-01 1.329000e+00 1.607000e+00 5.000000e-03 6.000000e-03 5.000000e-03 6.950000e-01 1.383000e+00 1.280000e+00 6.000000e-03 3.000000e-03 5.000000e-03 1.217000e+00 3.000000e-03 5.000000e-03 2.000000e-03 1.314000e+00 5.000000e-03 1.615000e+00 1.692000e+00 1.410000e+00 5.000000e-03 4.000000e-03 1.626000e+00 3.000000e-03 1.395000e+00 3.000000e-03 1.193000e+00 3.000000e-03 3.000000e-03 4.000000e-03 1.603000e+00 9.890000e-01 1.593000e+00 3.000000e-03 2.670000e-01 1.000000e-03 2.000000e-03 3.000000e-03 1.138000e+00 1.653000e+00 1.720000e+00 5.000000e-03 1.336000e+00 1.607000e+00 1.395000e+00 3.000000e-03 1.270000e-01 5.000000e-03 2.000000e-03 3.000000e-03 1.276000e+00 3.000000e-03 4.000000e-03 5.000000e-03 1.174000e+00 3.000000e-03 3.000000e-03 2.000000e-03 7.000000e-03 2.000000e-03 1.618000e+00 6.520000e-01 4.610000e-01 1.621000e+00 1.686000e+00 1.416000e+00 
1.260000e+00 2.000000e-03 4.000000e-03 4.000000e-03 5.000000e-03 2.000000e-03 4.000000e-03 3.000000e-03 3.000000e-03 1.454000e+00 1.567000e+00 1.175000e+00 5.000000e-03 1.517000e+00 1.690000e+00 1.204000e+00 1.708000e+00 2.000000e-03 1.421000e+00 1.084000e+00 4.000000e-03 3.000000e-03 4.000000e-03 9.600000e-01 8.000000e-03 3.000000e-03 6.560000e-01 4.300000e-01 6.000000e-03 4.000000e-03 1.421000e+00 1.094000e+00 3.000000e-03 1.633000e+00 5.000000e-03 1.341000e+00 5.000000e-03 6.000000e-03 1.465000e+00 4.000000e-03 1.703000e+00 4.000000e-03 6.620000e-01 3.000000e-03 1.643000e+00 3.000000e-03 1.121000e+00 3.000000e-03 1.338000e+00 7.000000e-03 4.000000e-03 2.000000e-03 7.000000e-03 1.007000e+00 1.348000e+00 5.000000e-03 6.000000e-03 3.000000e-03 1.460000e+00 1.409000e+00 1.322000e+00 1.379000e+00 1.683000e+00 1.567000e+00 1.617000e+00 1.200000e+00 1.401000e+00 1.642000e+00 1.298000e+00 4.000000e-03 3.000000e-03 3.000000e-03 
5.000000e-03 1.670000e-01 1.072000e+00 5.000000e-03 6.000000e-03 1.064000e+00 1.041000e+00 0 3.000000e-03 1.589000e+00 1.364000e+00 5.000000e-03 1.696000e+00 1.042000e+00 1.582000e+00 4.000000e-03 3.000000e-03 2.740000e-01 4.000000e-03 1.535000e+00 1.423000e+00 4.000000e-03 1.246000e+00 2.000000e-03 1.474000e+00 3.000000e-03 5.000000e-03 3.000000e-03 2.000000e-03 1.700000e-01 3.000000e-03 1.539000e+00 1.000000e-03 1.598000e+00 1.395000e+00 1.480000e+00 5.000000e-03 4.000000e-03 3.000000e-03 2.000000e-03 1.522000e+00 1.570000e+00 3.000000e-03 9.000000e-03 5.000000e-03 1.076000e+00 1.152000e+00 2.000000e-03 6.000000e-03 1.138000e+00 3.430000e-01 3.000000e-03 1.312000e+00 4.000000e-03 5.000000e-03 4.000000e-03 1.613000e+00 1.679000e+00 4.000000e-03 1.502000e+00 1.000000e-03 9.310000e-01 1.200000e+00 6.000000e-03 5.000000e-03 1.480000e+00 1.629000e+00 1.642000e+00 1.309000e+00 1.257000e+00 4.000000e-03 3.000000e-03 
5.000000e-03 9.000000e-03 1.081000e+00 1.089000e+00 6.000000e-03 3.000000e-03 1.238000e+00 1.739000e+00 6.000000e-03 7.000000e-03 1.050000e+00 1.112000e+00 8.000000e-03 8.000000e-03 1.087000e+00 1.091000e+00 6.000000e-03 5.000000e-03 1.720000e-01 1.000000e-03 8.000000e-03 4.000000e-03 1.507000e+00 1.142000e+00 6.000000e-03 7.000000e-03 1.089000e+00 1.094000e+00 6.000000e-03 7.000000e-03 6.210000e-01 1.179000e+00 9.000000e-03 7.000000e-03 1.051000e+00 1.648000e+00 8.000000e-03 8.000000e-03 1.112000e+00 1.104000e+00 7.000000e-03 5.000000e-03 1.640000e-01 1.860000e-01 8.000000e-03 9.000000e-03 1.525000e+00 1.106000e+00 8.000000e-03 7.000000e-03 1.491000e+00 1.110000e+00 5.000000e-03 7.000000e-03 1.718000e+00 1.177000e+00 1.643000e+00 8.000000e-03 1.061000e+00 1.659000e+00 8.000000e-03 7.000000e-03 1.108000e+00 1.122000e+00 5.000000e-03 5.000000e-03 1.726000e+00 1.660000e-01 4.000000e-03 8.000000e-03 1.001000e+00 1.102000e+00 
7.000000e-03 7.000000e-03 1.110000e+00 1.094000e+00 6.000000e-03 4.000000e-03 6.180000e-01 2.000000e-03 7.000000e-03 3.000000e-03 1.657000e+00 1.140000e-01 7.000000e-03 7.000000e-03 1.121000e+00 1.095000e+00 6.000000e-03 4.000000e-03 6.440000e-01 2.000000e-03 7.000000e-03 3.000000e-03 1.662000e+00 1.120000e-01 7.000000e-03 6.000000e-03 1.113000e+00 1.169000e+00 6.000000e-03 6.000000e-03 4.050000e-01 1.074000e+00 7.000000e-03 7.000000e-03 1.631000e+00 1.651000e+00 7.000000e-03 5.000000e-03 1.111000e+00 1.129000e+00 6.000000e-03 6.000000e-03 4.100000e-01 1.062000e+00 7.000000e-03 7.000000e-03 1.623000e+00 1.646000e+00 1.000000e-02 7.000000e-03 1.110000e+00 1.103000e+00 5.000000e-03 5.000000e-03 1.724000e+00 9.490000e-01 1.690000e+00 8.000000e-03 9.470000e-01 1.332000e+00 1.000000e-02 7.000000e-03 1.108000e+00 1.100000e+00 5.000000e-03 5.000000e-03 1.725000e+00 8.070000e-01 1.690000e+00 7.000000e-03 9.710000e-01 1.373000e+00 
7.000000e-03 5.000000e-03 1.205000e+00 1.721000e+00 6.000000e-03 5.000000e-03 9.930000e-01 1.708000e+00 7.000000e-03 8.000000e-03 1.486000e+00 5.000000e-01 7.000000e-03 7.000000e-03 2.380000e-01 1.000000e-03 6.000000e-03 3.000000e-03 8.850000e-01 2.000000e-03 8.000000e-03 4.000000e-03 1.674000e+00 1.295000e+00 7.000000e-03 8.000000e-03 4.910000e-01 1.222000e+00 9.000000e-03 8.000000e-03 9.470000e-01 1.512000e+00 7.000000e-03 9.000000e-03 1.268000e+00 1.658000e+00 7.000000e-03 7.000000e-03 2.320000e-01 2.020000e-01 6.000000e-03 7.000000e-03 8.780000e-01 1.920000e-01 8.000000e-03 1.000000e-02 1.634000e+00 1.015000e+00 9.000000e-03 8.000000e-03 1.722000e+00 1.182000e+00 1.684000e+00 7.000000e-03 1.709000e+00 1.537000e+00 1.553000e+00 8.000000e-03 1.010000e+00 1.641000e+00 1.100000e-02 7.000000e-03 1.722000e+00 1.850000e-01 5.000000e-03 7.000000e-03 1.703000e+00 1.850000e-01 1.300000e-02 1.000000e-02 1.043000e+00 8.130000e-01 
5.000000e-03 9.000000e-03 1.097000e+00 1.102000e+00 5.000000e-03 3.000000e-03 1.160000e+00 1.727000e+00 7.000000e-03 1.629000e+00 1.720000e+00 1.079000e+00 6.000000e-03 7.000000e-03 1.098000e+00 1.096000e+00 6.000000e-03 4.000000e-03 2.310000e-01 1.000000e-03 7.000000e-03 6.000000e-03 1.088000e+00 1.106000e+00 5.000000e-03 4.000000e-03 1.117000e+00 1.096000e+00 6.000000e-03 5.000000e-03 1.740000e-01 1.148000e+00 8.000000e-03 4.000000e-03 1.075000e+00 1.709000e+00 7.000000e-03 8.000000e-03 1.100000e+00 1.111000e+00 6.000000e-03 5.000000e-03 1.330000e-01 1.180000e+00 6.000000e-03 9.000000e-03 1.440000e-01 1.709000e+00 7.000000e-03 6.000000e-03 1.085000e+00 1.102000e+00 4.000000e-03 6.000000e-03 1.731000e+00 1.540000e-01 6.000000e-03 6.000000e-03 1.072000e+00 1.004000e+00 6.000000e-03 8.000000e-03 1.104000e+00 1.104000e+00 8.000000e-03 6.000000e-03 1.732000e+00 3.810000e-01 5.000000e-03 5.000000e-03 1.191000e+00 1.053000e+00 
5.000000e-03 6.000000e-03 -1.100000e-02 -1.100000e-02 6.000000e-03 5.000000e-03 1.640000e+00 1.640000e+00 1.723000e+00 1.723000e+00 1.635000e+00 1.635000e+00 6.000000e-03 6.000000e-03 -1.100000e-02 -1.100000e-02 6.000000e-03 6.000000e-03 1.641000e+00 1.640000e+00 1.723000e+00 1.723000e+00 1.636000e+00 1.637000e+00 6.000000e-03 6.000000e-03 -1.100000e-02 -1.100000e-02 6.000000e-03 5.000000e-03 1.640000e+00 1.640000e+00 1.723000e+00 1.723000e+00 1.637000e+00 1.634000e+00 6.000000e-03 6.000000e-03 -1.100000e-02 -1.100000e-02 5.000000e-03 6.000000e-03 1.640000e+00 1.639000e+00 1.723000e+00 1.723000e+00 1.636000e+00 1.636000e+00 6.000000e-03 6.000000e-03 -1.100000e-02 -1.100000e-02 6.000000e-03 5.000000e-03 1.640000e+00 1.640000e+00 1.723000e+00 1.723000e+00 1.636000e+00 1.634000e+00 6.000000e-03 5.000000e-03 -1.100000e-02 -1.100000e-02 5.000000e-03 6.000000e-03 1.641000e+00 1.641000e+00 1.723000e+00 1.723000e+00 1.635000e+00 1.637000e+00 
